WELL_ID,WELL_NAME,WELL_TYPE,HOST_WELL_ID,STATUS,STATUS_CHANGE_DATE,ASSIGNED_TO,ASSIGNED_DATE,DRILL_DATE,DRILL_DEPTH,DRILL_DEPTH_UNITS,CONST_DATE,DRILL_COMMENT,DRILL_SOURCE,DRILL_SOURCE_DATE,REMEDIATED_FLAG,DECOMMISSION_COMMENT,DECOMMISSION_DATE,DECOMMISSION_SOURCE,DECOMMISSION_SOURCE_DATE,CONST_DEPTH,CONST_DEPTH_UNITS,CONST_SOURCE,CONST_SOURCE_DATE,DEPTH_TO_BOTTOM,DEPTH_TO_BOTTOM_UNITS,DEPTH_TO_WATER,DEPTH_TO_WATER_UNITS,DRY_WELL,WELL_NAME_SYNONYMS,ECOLOGY_NAME,WELL_PROJECTS,WELL_PROJECT_PURPOSES,WS_SIZE_DEPTH_TOP_BOTTOM_UNITS,WC_SIZE_DEPTH_TOP_BOTTOM_UNITS,WP_CUTS_DEPTH_TOP_BOTTOM_UNITS,DOCUMENTED_PROGRAMS,WASTE_MANAGEMENT_PLANS,WASTE_DISPOSAL_LOCATIONS,WASTE_STORAGE_LOCATIONS,WMP_RELATED_OPERABLE_UNITS,SITE_OU_COMMENT,WASTE_SITES_0M,OU_0M,WASTE_SITES_50F,OU_50F,WASTE_SITES_100F,OU_100F,WASTE_SITES_50M,OU_50M,WASTE_SITES_100M,OU_100M,DATE_LAST_INSPECTED,INSPECTION_TYPE,DATE_LAST_SAMPLED_GW,DATE_LAST_SAMPLED_MM,DATE_LAST_SAMPLED_SO,DATE_LAST_SAMPLED_SG,DATE_LAST_SAMPLED,DATE_LAST_ROUTINE_MAINTENANCE,DATE_LAST_MAINTENANCE,DATE_LAST_WLM,TANK_FARMS,PUBLIC_LAND_SURVEY_SYSTEM,CLOSURE_ZONE,GW_AREA_OF_INTEREST,MONUMENT_LOC,ESTIMATED_QTR_QTR_SEC,HORIZ_SURVEY_POINT_DESC,HORIZ_SURVEY_DATE,NORTHING,EASTING,DISC_X,DISC_Y,HORIZ_SURVEY_UNITS,HORIZ_DATUM,HORIZ_REVIEW_QUALIFIER,ELEV_SURVEY_POINT_DESC,ELEV_SURVEY_DATE,ELEVATION,DISC_Z,ELEV_SURVEY_UNITS,ELEV_DATUM,ELEV_REVIEW_QUALIFIER,DISTRICT_ID,SORT_NAME
C6929,C6929,INSTRUMENT BORING,,DECOMMISSIONED-V,1/30/2009,"SYDNOR, HA",7/31/2008,1/30/2009,102,ft,,,,,,,1/30/2009,,,,,,,,,,,,,,,,,,,,,,,,,200-W-94,WMA TX/TY,200-W-94,WMA TX/TY,"200-W-94, 241-TY-103, 241-TY-105",WMA TX/TY,"200-W-167-PL-C, 200-W-78-PL, 200-W-94, 241-TY-101, 241-TY-103, 241-TY-105, 241-TY-302A, 241-TY-302B, UPR-200-W-150, UPR-200-W-152, UPR-200-W-167",200-IS-1,"200-W-165-PL-B, 200-W-165-PL-C, 200-W-166-PL-B, 200-W-167-PL-C, 200-W-175-PL-B, 200-W-175-PL-C, 200-W-191-PL-A, 200-W-232, 200-W-277, 200-W-78-PL, 200-W-94, 241-TY-101, 241-TY-102, 241-TY-103, 241-TY-104, 241-TY-105, 241-TY-106, 241-TY-153, 241-TY-302A, 241-TY-302B, 242-T, 244-TX DCRT, 2607-WT, UPR-200-W-14, UPR-200-W-150, UPR-200-W-151, UPR-200-W-152, UPR-200-W-153, UPR-200-W-167",200-IS-1,,,,,,,,1/30/2009,1/30/2009,,241TY,"T12N, R25E, S1, NE 1/4, SW 1/4",T Farm,200-ZP,Hanford (Not in Monument),,Center of casing (assumed),3/9/2021,136412.1,566804.28,0,0,m,UNKNOWN,,Ground surface,,204.274,,m,UNKNOWN,,200-W,9-C6929-C6929A-A0001A
C7742,C7742,BORING,,DECOMMISSIONED-V,5/5/2010,"SYDNOR, HA",12/2/2009,3/30/2010,137,ft,,,RESOURCE PROTECTION WELL REPORT,5/5/2010,,,5/5/2010,RESOURCE PROTECTION WELL REPORT,5/5/2010,,,,,,,,,,,,,,,,,,,,,,,200-W-96-A,WMA S/SX,200-W-96-A,WMA S/SX,"200-W-96-A, 241-SX-151, 241-SX-152, 241-SX-302",WMA S/SX,"200-W-54, 200-W-96-A, 241-S-151, 241-S-302A, 241-S-304, 241-SX-101, 241-SX-151, 241-SX-152, 241-SX-302, UPR-200-W-51, UPR-200-W-52",200-IA-1,"200-W-100-PL-C, 200-W-137-PL-A, 200-W-137-PL-B, 200-W-189-PL, 200-W-54, 200-W-96-A, 200-W-97-PL-B, 200-W-97-PL-C, 200-W-99-PL-B, 216-S-3, 216-S-8, 241-S-107, 241-S-110, 241-S-111, 241-S-151, 241-S-302A, 241-S-304, 241-S-D, 241-SX-101, 241-SX-102, 241-SX-103, 241-SX-104, 241-SX-105, 241-SX-107, 241-SX-151, 241-SX-152, 241-SX-302, 241-SX-A, 241-SX-B, 244-S DCRT, UPR-200-W-51, UPR-200-W-52, UPR-200-W-80, UPR-200-W-81",200-IS-1,,,,,5/4/2010,,5/4/2010,3/30/2010,3/30/2010,,241SX,"T12N, R25E, S12, SE 1/4, NW 1/4",S/U Farm,200-UP,Hanford (Not in Monument),,Center of casing (assumed),8/3/2015,134339.4,566871.5,,,m,UNKNOWN,,Top of casing (assume),3/9/2021,203.078,0,m,UNKNOWN,,200-W,9-C7742-C7742A-A0001A
C7743,C7743,INSTRUMENT BORING,,DECOMMISSIONED-V,3/16/2010,"SYDNOR, HA",12/2/2009,3/3/2010,153.7,ft,,,RESOURCE PROTECTION WELL REPORT,3/16/2010,,,3/16/2010,,,,,,,,,,,,,,,,,,,,,,,,,200-W-96-A,WMA S/SX,200-W-96-A,WMA S/SX,200-W-96-A,WMA S/SX,"200-W-96-A, 216-S-3, 241-S-110, 241-SX-151, 241-SX-152, UPR-200-W-81",WMA S/SX,"200-W-100-PL-C, 200-W-137-PL-B, 200-W-189-PL, 200-W-54, 200-W-96-A, 200-W-97-PL-C, 200-W-99-PL-B, 216-S-15, 216-S-3, 241-S-104, 241-S-107, 241-S-108, 241-S-110, 241-S-111, 241-S-112, 241-S-151, 241-S-302A, 241-S-304, 241-S-C, 241-S-D, 241-SX-101, 241-SX-102, 241-SX-151, 241-SX-152, 241-SX-302, 244-S DCRT, UPR-200-W-51, UPR-200-W-52, UPR-200-W-80, UPR-200-W-81",200-IS-1,,,,,,,,3/3/2010,3/3/2010,,241S,"T12N, R25E, S12, SE 1/4, NW 1/4",S/U Farm,200-UP,Hanford (Not in Monument),,Center of casing (assumed),3/9/2021,134374.07,566869.5,0,0,m,UNKNOWN,,Center of boring (assumed),4/29/2021,202.974,0,m,UNKNOWN,,200-W,9-C7743-C7743A-A0001A
C9504,C9504,CANCELLED SITE,,DRILLING CANCELLED,2/16/2017,"WHITLEY, KM",12/1/2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-T-15,200-DV-1,216-T-15,200-DV-1,"200-W-53, 216-T-14, 216-T-15, 216-T-16",200-IA-1,"200-W-163-PL-C, 200-W-53, 216-T-14, 216-T-15, 216-T-16, 216-T-17",200-IS-1,"200-W-163-PL-C, 200-W-163-PL-D, 200-W-164-PL-A, 200-W-164-PL-B, 200-W-165-PL-A, 200-W-53, 200-W-88-PL-D, 200-W-93, 207-T, 216-T-12, 216-T-14, 216-T-15, 216-T-16, 216-T-17, UPR-200-W-166",200-IS-1,,,,,,,,,,,,"T12N, R25E, S1, NE 1/4, NW 1/4",T Farm,200-ZP,Hanford (Not in Monument),,Staked location,12/4/2014,136803,566975,,,m,NAD83(91),,Ground surface,12/4/2014,213.2,,m,NAVD88,,200-W,9-C9504-C9504A-A0001A
C9514,C9514,BORING,,DECOMMISSIONED-V,9/28/2016,"WHITLEY, KM",12/1/2014,7/21/2016,127.6,ft,7/22/2016,,,,,,9/28/2016,,,127.6,ft,,,,,,,,,,,,,,,,,,,,,216-S-21,200-DV-1,"200-W-160-PL-C, 216-S-21",200-IS-1,"200-W-159-PL-C, 200-W-160-PL-C, 216-S-21",200-IS-1,"200-W-159-PL-C, 200-W-159-PL-D, 200-W-160-PL-C, 216-S-21",200-IS-1,"200-W-159-PL-C, 200-W-159-PL-D, 200-W-160-PL-B, 200-W-160-PL-C, 200-W-161-PL-B, 200-W-161-PL-C, 216-S-21, 216-S-4, 216-U-10",200-IS-1,,,,,9/21/2016,,9/21/2016,7/21/2016,7/21/2016,,,"T12N, R25E, S12, SW 1/4, NE 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Brass survey marker,10/3/2016,134412.24,566615.64,0,0,m,NAD83(91),,Brass survey marker,10/3/2016,202.51,0,m,NAVD88,,200-W,9-C9514-C9514A-A0001A
C9521,299-W7-14,GROUNDWATER WELL,,IN-USE,5/19/2016,"WHITLEY, KM",1/29/2015,2/17/2015,438.5,ft,5/19/2016,,WELL CONSTRUCTION REPORT,2/17/2016,,,,,,435.06,ft,WELL CONSTRUCTION REPORT,2/17/2016,438.5,ft,243.1,ft,,BIN-150,BIN-150,200 West Area Pump-and-Treat,INJECTION,"8in, 244.54ft - 279.53ft / 8in, 319.53ft - 424.51ft","8in, 3ft - 244.54ft / 8in, 279.53ft - 319.53ft / 8in, 424.51ft - 435.06ft",,,,,,,,,,218-W-5,200-SW-2,218-W-5,200-SW-2,"200-W-33, 218-W-5, 600-235",200-OA-1,"200-W-33, 218-W-3A, 218-W-5, 600-235",200-OA-1,11/22/2019,MAINTENANCE INSPECTION,5/10/2016,,,,5/10/2016,2/17/2015,11/22/2019,,,"T13N, R25E, S36, SW 1/4, NW 1/4",WM,200-ZP,Hanford (Not in Monument),,Center of casing,6/6/2016,137639.37,566022.21,,,m,NAD83(91),,"Top of outer casing, north edge, stamped X",6/6/2016,210.934,210.139,m,NAVD88,,200-W,1-0299-W0007A-A0014A
C7679,C7679,INSTRUMENT BORING,,DECOMMISSIONED-V,9/2/2010,"SYDNOR, HA",10/21/2009,6/22/2010,222.3,ft,,,RESOURCE PROTECTION WELL REPORT,9/8/2010,,,9/2/2010,,,,,,,,,,,,,,,,,,,,,,,,,,,UPR-200-E-91,WMA C,"200-E-115, UPR-200-E-91",200-IA-1,"200-E-115, 200-E-133, 241-C-801, UPR-200-E-91",200-IA-1,"200-E-115, 200-E-133, 200-E-139, 241-C-106, 241-C-109, 241-C-201, 241-C-202, 241-C-203, 241-C-204, 241-C-801, 600-291-PL, 600-399-PL, UPR-200-E-137, UPR-200-E-49, UPR-200-E-91",200-IA-1,,,,,,,,6/22/2010,6/22/2010,,,"T12N, R26E, S2, NE 1/4, SE 1/4",WTP/A Farm,200-BP,Hanford (Not in Monument),,Center of casing,7/13/2012,136650.3,575249.3,,,m,UNKNOWN,,Center of casing,7/13/2012,192.529,,m,UNKNOWN,,200-E,9-C7679-C7679A-A0001A
C8286,299-W22-100,CANCELLED SITE,,DRILLING CANCELLED,10/24/2016,"BENECKE, MW",1/12/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-U-8,200-WA-1,"200-W-42-PL-B, 216-U-8",TBD,"200-W-42-PL-B, 216-U-8",TBD,"200-W-42-PL-B, 216-U-8, 600-269-PL, 600-291-PL, UPR-200-W-163",TBD,,,,,,,,,,,,"T12N, R26E, S7, NW 1/4, SW 1/4",U Plant,200-UP,Hanford (Not in Monument),,Staked location,1/27/2011,134661,567616,,,m,NAD83(91),,Ground surface (assumed),1/27/2011,212.08,,m,NAVD88,,200-W,1-0299-W0022A-A0100A
C6840,C6840,BORING,,CANDIDATE FOR DECOMMISSIONING,10/14/2010,"HUGHES, D",6/23/2008,7/30/1993,82,ft,,,,,,,,,,,,,,88.44,ft,,,,,,,,,,,,,,,,,216-U-10,200-CW-1,216-U-10,200-CW-1,216-U-10,200-CW-1,216-U-10,200-CW-1,216-U-10,200-CW-1,3/25/2009,MAINTENANCE INSPECTION,,,,,,7/30/1993,3/25/2009,,,"T12N, R25E, S12, NW 1/4, SW 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Center of casing,10/9/2009,134693.09,566202.88,,,m,NAD83(91),,Ground surface,10/9/2009,201.57,,m,NAVD88,,200-W,9-C6840-C6840A-A0001A
C6849,C6849,BORING,,DECOMMISSIONED-V,9/10/2008,"HUGHES, D",7/21/2008,7/22/2008,25,ft,,,,,,,8/26/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,"200-E-114-PL-B, 200-E-221-PL",200-IS-1,"200-E-114-PL-B, 200-E-221-PL",200-IS-1,"200-E-114-PL-B, 200-E-221-PL, 216-B-51, 216-B-8",200-IS-1,"200-E-114-PL-B, 200-E-121, 200-E-221-PL, 216-B-51, 216-B-8",200-IS-1,,,,,,,,7/22/2008,7/22/2008,,,"T13N, R26E, S34, SE 1/4, NE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Brass survey marker,10/5/2008,137581.13,573844.14,,,m,NAD83(91),,Brass survey marker,10/5/2008,190.28,190.28,m,NAVD88,,200-E,9-C6849-C6849A-A0001A
C6951,C6951,CANCELLED SITE,,DRILLING CANCELLED,1/20/2010,"SYDNOR, HA",7/31/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200-W-94,WMA TX/TY,"200-W-94, 241-TY-302A, UPR-200-W-167",WMA TX/TY,"200-W-167-PL-C, 200-W-78-PL, 200-W-94, 241-TY-153, 241-TY-302A, UPR-200-W-167",200-IS-1,"200-W-165-PL-C, 200-W-166-PL-B, 200-W-167-PL-C, 200-W-191-PL-A, 200-W-277, 200-W-78-PL, 200-W-94, 241-TY-105, 241-TY-153, 241-TY-302A, 244-TX DCRT, UPR-200-W-14, UPR-200-W-167",200-IS-1,"200-W-165-PL-B, 200-W-165-PL-C, 200-W-166-PL-B, 200-W-167-PL-C, 200-W-175-PL-B, 200-W-175-PL-C, 200-W-191-PL-A, 200-W-191-PL-B, 200-W-232, 200-W-277, 200-W-78-PL, 200-W-94, 216-T-26, 216-T-27, 241-TX-116, 241-TX-117, 241-TY-101, 241-TY-102, 241-TY-103, 241-TY-104, 241-TY-105, 241-TY-106, 241-TY-153, 241-TY-302A, 241-TY-302B, 242-T, 242-T-135, 242-TA-R1, 244-TX DCRT, 2607-WT, UPR-200-W-12, UPR-200-W-14, UPR-200-W-150, UPR-200-W-151, UPR-200-W-152, UPR-200-W-153, UPR-200-W-167",200-IS-1,,,,,,,,,,,241TY,"T12N, R25E, S1, NE 1/4, SW 1/4",T Farm,200-ZP,Hanford (Not in Monument),,Center of boring,,136376.453,566825.089,,,m,UNKNOWN,,Ground surface,,204.45,,m,UNKNOWN,,200-W,9-C6951-C6951A-A0001A
C6962,C6962,BORING,,DECOMMISSIONED-V,3/12/2010,"HUGHES, D",9/2/2008,3/11/2010,9.5,ft,,,,,,,3/12/2010,,,,,,,,,,,,,,,,,,,,,,,,,216-B-3,200-CW-1,216-B-3,200-CW-1,216-B-3,200-CW-1,216-B-3,200-CW-1,"216-B-3, 216-B-3-2",200-CW-1,,,,,3/11/2010,,3/11/2010,3/11/2010,3/11/2010,,,"T12N, R26E, S1, NE 1/4, SE 1/4",200-E Ponds,200-BP,Hanford (Not in Monument),,Brass survey marker,4/21/2010,136743.9,576779.66,,,m,NAD83(91),,Brass survey marker,4/21/2010,175.74,175.74,m,NAVD88,,600,9-C6962-C6962A-A0001A
C6965,C6965,BORING,,DECOMMISSIONED-V,9/22/2008,"HUGHES, D",9/2/2008,5/7/2008,20,ft,,,,,,,9/22/2008,,,,,,,,,,,,,,,,,,,,,,,,,216-B-3,200-CW-1,216-B-3,200-CW-1,216-B-3,200-CW-1,216-B-3,200-CW-1,"216-B-3, 216-B-3-2",200-CW-1,,,,,,,,5/7/2008,5/7/2008,,,"T12N, R26E, S1, NE 1/4, SE 1/4",200-E Ponds,200-BP,Hanford (Not in Monument),,Brass survey marker,10/28/2008,136715.34,576846.43,,,m,NAD83(91),,Brass survey marker,10/28/2008,175.91,175.91,m,NAVD88,,600,9-C6965-C6965A-A0001A
C8057,C8057,BORING,,DECOMMISSIONED-V,11/11/2010,"FRITTS, JE",6/24/2010,11/10/2010,4,ft,,,,,,,11/11/2010,,,,,,,,,,,,,,,,,,,,,,,,,600-228,200-OA-1,"600-228, 600-365",200-OA-1,"600-228, 600-365",200-OA-1,"600-228, 600-365",200-OA-1,"600-227, 600-228, 600-365",200-CW-3,,,,,,,,11/10/2010,11/10/2010,,,"T12N, R26E, S12, SE 1/4, NW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Brass survey marker,11/16/2010,134380.41,576544.81,,,m,NAD83(91),,Brass survey marker,11/16/2010,213.68,213.68,m,NAVD88,,600,9-C8057-C8057A-A0001A
C8062,C8062,BORING,,DECOMMISSIONED-V,9/25/2010,"FRITTS, JE",6/24/2010,9/21/2010,4,ft,,,,,,,9/25/2010,,,,,,,,,,,,,,,,,,,,,,,,,600-228,200-OA-1,600-228,200-OA-1,"600-227, 600-228",200-CW-3,"600-227, 600-228",200-CW-3,"600-227, 600-228, 600-365, UPR-200-E-83",200-CW-3,,,,,,,,9/21/2010,9/21/2010,,,"T12N, R26E, S12, SE 1/4, NW 1/4",NRDWL/BC Control,200-PO,Hanford (Not in Monument),,Brass survey marker,11/3/2010,134407.11,576482.33,,,m,NAD83(91),,Brass survey marker,11/3/2010,217.17,217.17,m,NAVD88,,600,9-C8062-C8062A-A0001A
C8067,699-46-68,GROUNDWATER WELL,,IN-USE,3/31/2014,"WRIGHT, CS",7/13/2010,2/18/2014,437,ft,5/12/2014,,WELL CONSTRUCTION REPORT,2/18/2014,,,,,,314.79,ft,WELL CONSTRUCTION REPORT,2/18/2014,317,ft,258.3,ft,,BJF-374,BJF-374,200 West Area Pump-and-Treat,INJECTION,"8in, 204.79ft - 304.78ft","12in, -3.35ft - 1.65ft / 8in, 2.35ft - 204.79ft / 8in, 304.78ft - 314.79ft",,,200 West Pump and Treat Operations and Maintenance Plan/REV NUM 2,,,200-ZP-1,,,,,,,,,,600-292-PL,Not Applicable,5/30/2019,MAINTENANCE INSPECTION,4/16/2014,,,,4/16/2014,2/18/2014,5/30/2019,,,"T13N, R26E, S32, SW 1/4, NW 1/4",,200-ZP,Hanford (Not in Monument),,Center of casing,5/22/2014,137600.88,569109.83,,,m,NAD83(91),,"Top of casing, north edge, stamped X",5/22/2014,217.906,217.062,m,NAVD88,,600,1-0699-A0046-A0068A
C8068,699-44-67,GROUNDWATER WELL,,IN-USE,8/30/2011,"WRIGHT, CS",7/13/2010,8/30/2011,482.4,ft,1/10/2012,,WELL SUMMARY SHEET,2/27/2012,,,,,,479.5,ft,WELL SUMMARY SHEET,2/27/2012,,,,,,,,200 West Area Pump-and-Treat,INJECTION,"8in, 369.6ft - 469.5ft","8in, 2ft - 369.6ft / 8in, 469.5ft - 479.5ft",,,200 West Pump and Treat Operations and Maintenance Plan/REV NUM 2,,,200-ZP-1,,,,,,,,,,600-260,Not Applicable,6/6/2024,MAINTENANCE INSPECTION,11/10/2011,,,,11/10/2011,8/30/2011,6/6/2024,,,"T12N, R26E, S5, NW 1/4, NW 1/4",,200-ZP,Hanford (Not in Monument),,Center of casing,2/2/2012,136894.3,569338.04,,,m,NAD83(91),,"Top of casing, north edge, stamped X",2/2/2012,224.955,224.165,m,NAVD88,,600,1-0699-A0044-A0067A
C8069,699-42-67,GROUNDWATER WELL,,IN-USE,9/8/2011,"WRIGHT, CS",7/13/2010,9/8/2011,524.37,ft,1/18/2012,,WELL CONSTRUCTION REPORT,9/8/2011,,,,,,519.7,ft,WELL CONSTRUCTION REPORT,9/8/2011,521,ft,326,ft,,,,"200 West Area Pump-and-Treat, 200-UP-1 GW-OU Monitoring","DATA REPORT, INJECTION","8in, 409.7ft - 509.6ft","8in, 2ft - 409.7ft / 8in, 509.6ft - 519.7ft",,,200 West Pump and Treat Operations and Maintenance Plan/REV NUM 2,,,200-ZP-1,,,,,,,,,,,,4/17/2019,MAINTENANCE INSPECTION,11/28/2011,,,,11/28/2011,9/8/2011,4/17/2019,,,"T12N, R26E, S5, NW 1/4, SW 1/4",ERDF,200-UP,Hanford (Not in Monument),,Center of casing,2/2/2012,136199.83,569390.25,,,m,NAD83(91),,"Top of casing, north edge, stamped X",2/2/2012,229.061,228.265,m,NAVD88,,600,1-0699-A0042-A0067A
C6553,C6553,BORING,,DECOMMISSIONED-V,12/9/2008,"HUGHES, D",3/13/2008,11/18/2008,30,ft,,,,,,,12/9/2008,,,,,,,,,,,,,,,,,,,,,,,,,216-S-1&2,200-WA-1,"200-W-137-PL-A, 216-S-1&2, UPR-200-W-114",200-IS-1,"200-W-137-PL-A, 200-W-54, 216-S-1&2, UPR-200-W-114, UPR-200-W-36",200-IS-1,"200-W-137-PL-A, 200-W-137-PL-B, 200-W-189-PL, 200-W-54, 200-W-96-A, 200-W-97-PL-B, 216-S-1&2, 216-S-8, UPR-200-W-114, UPR-200-W-36",200-IS-1,"200-W-100-PL-C, 200-W-137-PL-A, 200-W-137-PL-B, 200-W-189-PL, 200-W-54, 200-W-96-A, 200-W-97-PL-B, 200-W-97-PL-C, 216-S-1&2, 216-S-8, 241-S-151, 241-S-302A, 241-S-304, UPR-200-W-114, UPR-200-W-36, UPR-200-W-51, UPR-200-W-52",200-IS-1,,,,,,,,11/18/2008,11/18/2008,,,"T12N, R25E, S12, SE 1/4, NW 1/4",REDOX,200-UP,Hanford (Not in Monument),,Brass survey marker,12/15/2008,134265.01,566972.64,,,m,NAD83(91),,Brass survey marker,12/15/2008,205.31,205.31,m,NAVD88,,200-W,9-C6553-C6553A-A0001A
C6584,C6584,BORING,,DECOMMISSIONED-V,9/10/2008,"HUGHES, D",3/20/2008,6/24/2008,34,ft,6/24/2008,,,,,,8/21/2008,,,33.2,ft,,,,,,,,,,,,,"2.75in, 0ft - 33.2ft",,,,,,,,,,"200-E-192-PL-A, 200-E-192-PL-B, 200-E-240-PL-A, 200-E-240-PL-B",200-CP-1,"200-E-192-PL-A, 200-E-192-PL-B, 200-E-239-PL-A, 200-E-239-PL-B, 200-E-240-PL-A, 200-E-240-PL-B, 200-E-241-PL, 200-E-241-PL:1, 200-E-241-PL:2, 200-E-242-PL, 200-E-324, 216-A-5",200-CP-1,"200-E-192-PL-A, 200-E-192-PL-B, 200-E-231-PL, 200-E-239-PL-A, 200-E-239-PL-B, 200-E-240-PL-A, 200-E-240-PL-B, 200-E-241-PL, 200-E-241-PL:1, 200-E-241-PL:2, 200-E-242-PL, 200-E-324, 216-A-15, 216-A-5",200-CP-1,"200-E-103, 200-E-113-PL-A, 200-E-136, 200-E-192-PL-A, 200-E-192-PL-B, 200-E-231-PL, 200-E-239-PL-A, 200-E-239-PL-B, 200-E-240-PL-A, 200-E-240-PL-B, 200-E-241-PL, 200-E-241-PL:1, 200-E-241-PL:2, 200-E-241-PL:3, 200-E-242-PL, 200-E-268-PL, 200-E-271-PL, 200-E-273-PL, 200-E-273-PL:1, 200-E-282-PL-A, 200-E-324, 200-E-325-PL-A, 200-E-58, 200-E-72, 202-A, 216-A-10, 216-A-15, 216-A-5",200-CP-1,,,,,,,,6/24/2008,6/24/2008,,,"T12N, R26E, S2, SE 1/4, SW 1/4",PUREX,200-PO,Hanford (Not in Monument),,Brass survey marker,10/5/2008,135524.82,575022.57,,,m,NAD83(91),,Brass survey marker,10/5/2008,218.37,218.37,m,NAVD88,,200-E,9-C6584-C6584A-A0001A
C6982,C6982,VADOSE WELL,,IN-USE,10/16/2008,"WORLEY, SH",9/4/2008,,25,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"216-C-9, 218-C-9",200-SW-2,"200-E-116-PL-A, 216-C-9, 218-C-9",200-IS-1,"200-E-116-PL-A, 200-E-254-PL-B, 216-C-9, 218-C-9",200-IS-1,"200-E-116-PL-A, 200-E-254-PL-A, 200-E-254-PL-B, 216-C-9, 218-C-9",200-IS-1,,,,,,,,,,,,"T12N, R26E, S2, NW 1/4, SE 1/4",Semi-Works,200-BP,Hanford (Not in Monument),,Center of casing (assumed),5/30/2008,136494.19,574422.68,,,m,NAD83(91),,Top of casing,5/30/2008,207.74,,m,NAVD88,,200-E,9-C6982-C6982A-A0001A
C7817,C7817,INSTRUMENT BORING,,DECOMMISSIONED-V,8/31/2010,"SYDNOR, HA",1/26/2010,7/7/2010,180,ft,,,RESOURCE PROTECTION WELL REPORT,10/5/2010,,,8/31/2010,,,,,,,,,,,,,,,,,,,,,,,,,200-E-132,WMA B/BX/BY,"200-E-132, 241-BY-107, 241-BY-110",WMA B/BX/BY,"200-E-132, 241-BY-107, 241-BY-110, 241-BY-111, UPR-200-E-105",WMA B/BX/BY,"200-E-132, 241-BY-104, 241-BY-107, 241-BY-108, 241-BY-110, 241-BY-111, UPR-200-E-105, UPR-200-E-116, UPR-200-E-135",WMA B/BX/BY,"200-E-11, 200-E-132, 200-E-180-PL, 200-E-208-PL, 200-E-265-PL-B, 200-E-359, 200-E-360-PL-A, 200-E-360-PL-B, 200-E-59, 200-E-60, 241-BX-106, 241-BX-109, 241-BX-112, 241-BY-101, 241-BY-102, 241-BY-103, 241-BY-104, 241-BY-105, 241-BY-106, 241-BY-107, 241-BY-108, 241-BY-109, 241-BY-110, 241-BY-111, 241-BY-112, 2607-EB, UPR-200-E-105, UPR-200-E-110, UPR-200-E-116, UPR-200-E-135, UPR-200-E-43",Not Applicable,,,,,,,,7/7/2010,7/7/2010,,241BY,"T13N, R26E, S34, SE 1/4, SE 1/4",B Farm,200-BP,Hanford (Not in Monument),,Center of casing (assumed),8/3/2015,137461.525,573579.19,,,m,UNKNOWN,,Top of casing (assumed),3/9/2021,199.319,0,m,UNKNOWN,,200-E,9-C7817-C7817A-A0001A
C6494,C6494,HOSTED LYSIMETER,C6493,CANDIDATE FOR DECOMMISSIONING,10/22/2010,"WEEKES, D",2/29/2008,1/1/1976,8,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-11,200-OA-1,216-S-11,200-OA-1,"216-S-10P, 216-S-11",200-OA-1,"216-S-10P, 216-S-11, 216-S-17",200-OA-1,"200-W-26, 216-S-10D, 216-S-10P, 216-S-11, 216-S-17, 216-S-5",Not Applicable,,,,,,,,1/1/1976,1/1/1976,,,"T12N, R25E, S13, NW 1/4, SW 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Center of casing,6/13/2011,133281.907,566455.53,,,m,NAD83(91),,Center of casing,6/13/2011,199.055,,m,NAVD88,,200-W,9-C6494-C6494A-A0001A
C6500,C6500,HOSTED LYSIMETER,C6499,CANDIDATE FOR DECOMMISSIONING,10/22/2010,"WEEKES, D",2/29/2008,1/1/1976,8,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216-S-11,200-OA-1,216-S-11,200-OA-1,"216-S-10P, 216-S-11",200-OA-1,"216-S-10P, 216-S-11, 216-S-17",200-OA-1,"200-W-26, 216-S-10D, 216-S-10P, 216-S-11, 216-S-17, 216-S-5",Not Applicable,,,,,,,,1/1/1976,1/1/1976,,,"T12N, R25E, S13, NW 1/4, SW 1/4",200-W Ponds,200-UP,Hanford (Not in Monument),,Center of casing,6/13/2011,133279.116,566456.228,,,m,NAD83(91),,Center of casing,6/13/2011,199.076,,m,NAVD88,,200-W,9-C6500-C6500A-A0001A
